Review,Class
"Una experiencia totalmente única, Belen es una excelente guía, respondiendo a todas las preguntas planteadas y con curiosidades por cada animal que se visualiza en el trayecto, Carlos en el show de aves encapsula a todo el público y está lleno de euforia, así regalando un cumpleaños inolvidable, ambos concientizando sobre las condiciones de riesgo de hoy día y cómo con cada visita, todas las especies lograran ver un mañana. ",5
"Fuimos allí tras oír que los niños podían ver cocodrilos, y ninguno para ser visto, bastante escaso. Supongo que había un par de tortugas. Las cervezas eran los más pequeños. La comida estaba bien, el servicio es bastante buena, agradable y tenían un área de juegos para los niños. En la zona con los nietos por una semana, pero no volvería a este lugar de nuevo.",3
"Yo estuve alli de luna de miel,y su ubicacion nos llevo a elegir ese hotel.El resultado fue pesimo....no lo siguiente.Ya no eran solo las humedades,los cables pelados,y hasta animalillos sueltos por la habitacion,eran como cucarachas.No se lo recomidendo para nada.Enfrente sin ir mas lejos tienen el telegrafo que esta bastante mas cuidado que este...y alguno mas de nivel superior.Que no los engañen,no merece la pena.",1
"Mi marido, mis dos hijas y yo nos alojamos aquí por 7 días y 6 noches en Navidad, extremadamente decepcionado. Tan pronto como entramos en la habitación en la que estuvimos casi impactados el olor a moho. Fuimos a la recepción y les dije la habitación olía fatal. Nos dijeron que iban a cambiar la ropa de cama y cortinas y el olor desaparecían. Luego nos fuimos a cenar y cuando volvimos a la habitación olía igual. Al día siguiente nos dijeron que la recepción que la habitación apestaba. Me dijeron que iban a poner un humidificador en la habitación y si todavía olía que deberían cambiar nuestra habitación. En este punto, estaba irritado, y pide al director por qué no poner un humidificador en la habitación de la noche anterior? Dijo que el no tener una respuesta. En resumen el humidificador no funcionaba y nos cambiaron a otra habitación, que no huele tan mal.

La comida era un poco peor de lo normal. Charlamos con muchos de los camareros y nos dijeron que no gastar un montón de dinero en comida porque nos tirarlo, así que lo gastan en otras cosas. Lo que no tengo ni idea. El entretenimiento es básicamente unos pocos empleados vestidos con trajes, bailes y diversión de cualquier cosa es subiendo en ese momento, nada especial.

Este hotel necesita una remodelación, está anticuado y viejo. En tanto de las habitaciones en las que nos alojamos las camas estaban duras y llenas de bultos. Al final de la estancia era la espalda dolorida. Debería comprar camas nuevas con el dinero que ahorre en preparar una buena comida.

Lo que salvó fue los empleados, son geniales! Mi marido es extremadamente social y le hablé a todos, así que en el momento en que la izquierda, parecía que estábamos todos mis amigos. No nos alojaremos aquí de nuevo, pero sin duda no porque los empleados!

Si estás buscando un agradable complejo con buenas camas y buena comida, éste no es el lugar. De hecho en charlando con unos camareros de par les preguntamos por qué no hubo otros americanos, nos dijeron que los estadounidenses no realmente estancia allí, principalmente a personas de otros Estados de México.",2
"Si visitas Bogota, este es uno de sus lugares a conocer, puedes subir en caminata (Gratis siempre y cuando este habilitado), en trencito o Cable, ya en el lugar encontraras restaurantes y otros sitios para comer.",2
"TODO el turismo en Cartagena, ya sea en Ciudad Amurallada, Isla Baru o donde fuere, está apestado de vendedores acosadores y ventaneros. En ningún lugar se puede estar en paz sin que cada 2 minutos vengan a ofrecerte cosas. Aunque les digas que no, no se van. Insoportable Cartagena. Recomiendo no venir.",2
"Hector, Cristian y Elizabeth, muy buena organización, excelente actitud, muy divertidos, animados y todo el tiempo atentos, muy buena experiencia tienen diversas actividades en las que puedes pasar el tiempo",5
"Si bien ya ha empezado la reforma por las plantas superiores  ,o eso parece, aunque cobran como si fuese otro Hotel o zona VIP, ( tiene su propia recepción ) en nuestra habitación entraba agua por la ventana de la lluvia, habitaciones grandes pero con un mantenimiento justo ... enchufes que se caen y quedan al descubierto los cables. Por otro lado contratamos media pensión , un error, solo tenían el restaurante italiano abierto, y claro cinco noches cenando pasta/pizza ... cansa sobre todo a los dos celiacos con los que viajaba. La piscina se cae a trozos. El wifi funciona muy mal , se desconecta todo el tiempo y tienes que meter la contraseña todo el tiempo. Lo mejor la amabilidad extrema del servicio desde las chicas de recepción hasta el último camarero. Está claro que lo…",3
"5:30 significaba reserva_nus 06:30. Polícia de no de humo significaba smoking de asegurarse en cualquier lugar. Cuando nos quejamos ignorado entonces estábamos y la persona que me dieron un cenicero. Tomó 15 minutos para las Ciencias Beverage stains (e.g. coffee or orange. Sobrevalorado. La persona...de reservas inepto de época Edith. en un lugar no busca la pena el dinero vale.

5:30 reserva significaba 6:30. Política de no fumar significaba que fumar en cualquier sitio. Cuando nos quejamos nos Ignoran y la persona fue dado un cenicero. tardó 15 minutos para las bebidas. Sobrevalorado. Las reservas persona Edith era inútiles. Ir a otro lugar no vale la pena el dinero.Más",1
"Es un hotel pequeño, excelentemente ubicado.  Se distingue por la excelente atención de su personal, en especial de los botones.  Cada vez que voy me siento como en casa, ya que incluso recuerdan mi nombre.",5
"Estupenda ubicación y bonito entorno. Supongo que en La Habana es tan bueno como es posible. El servicio es bueno (supongo que como mucho podemos conseguir), el buffet de desayuno es muy bueno, la piscina de la azotea es un gran lugar que dan una vista de pájaro de la vieja Habana (con el edificio de Bacardi justo en frente de usted) y el bistec en el Paseo restaurante es la licitación que puedes conseguir.",4
"Es un hotel muy cómodo ya que está cerca de todo en San Pedro. Además de que al estar en una plaza comercial, tienes de todo cerca. El hotel es muy cómodo visualmente, la a habitaciones están muy cuidadas, limpias y con una gran comodidad, tanto en cuanto a la distribución, como las instalaciones de la bañera. El desayuno es delicioso y lo mejor, está abierto desde temprano.",5
"es un lugar muy agradable la comida es fresca ,es ideal en el centro ,la atencion buena es bonito,y se puede conversar ",4
"Una grandioso lugar, el centro de Mérida, el lugar de la cultura, de la tradición rodeado de magníficos edificios antiguos, como el palacio de gobierno, la catedral etc'!! Un lugar para visitar!!!",4
"Por el precio que pagamos, puedes conseguir un mejor hotel instalaciones dentro del área, nada mal para nosotros, el tiempo era un problema. un clásico hotel del centro sin gimnasio o la piscina, que no era muy bueno, pero la ubicación es claro y cómodas. usted está situado muy cerca de todo",3
"Pésima experiencia. Mi esposo y yo viajamos a Mty pensando en un día de descanso y lo que obtuvimos fue todo lo contrario. Primero que nada, habíamos reservado una habitación cama king, y al llegar a la habitación asignada no era king, y aparte de que la habitación era demasiado pequeña estaba sucia (cabellos en la cama y almohada, colcha con marcas de zapatos y marca de refrescos en un buró). Hablamos a recepción a dar la queja y la señorita contestó algo así como ""Ah... bueno, entonces déjeme sí se la cambio"". Esta respuesta dio la impresión de que ella ya sabía que nos había asigando una habitación que no era king y esperaba que no solicitaramos cambio. Para continuar, nos mueven de habitación a una que ahora sí era efectivamente cama king y más amplia. Al recién entrar a_x0085_",1
"Fuimos a cenar a las 10:15 h. Muy amablemente nos invitaron a subir. Cuál fue la sorpresa que al parecer ya era tarde para sus camareros. Por lo que la cena se convirtió en un fast food. En 40 minutos pedimos,nos sirvieron y tuvimos que...Más",2
"Es muy agradable caminar junto a pero ten cuidado la baja es de un muy mal estado y es probable que timo tus zapatos a jirones en algunas partes. Extremadamente incómodas para pasear, mejor vistos como pase",3
"Estuve en la bodeguita de Mexico, Argentina y mi primer día en Cuba dije no puedo no visitarla, llegue mucha gente fuera tomando, entre a cenar y como no iba a probar el tan ansiado mojito.
Un desastre realmente no sé si será por la...Más",1
"Lugar muy peligroso, los cubanos no lo visitan solo hay turistas. Después de ver el atardecer y mientras se hacia la hora para ver el cañonazo, es un lugar que no es aconsejable estar. Nos robaron 3 chicos y cerca había pescadores y dos policías en bicicletas. Dicen que no se enteraron de nada pero fue todo muy extraño. Mucha gente después nos decía que esa zona no es muy buena para ir.",1
"La comida muy pero muy por debajo de la espectativa , la relación calidad precio es mala, se tardaron más de 45 minutos para servirnos y lo peor que el mesero cuando le dijimos que ya habíamos esperado mucho tiempo, trató de convencer que solo...Más",1
Es un hermoso y gran plaza. Hay un bonito bar con una gran terraza donde se puede disfrutar de un buen café en nuestra bebida local. Muy tranquilo y agradable.,5
Es aterrador tener que pararse en la recepcion a hacer fila y esperar lo atienda un empleado indiferente que se toma con total lentitud su trabajo el cual parece no importarle Llevo 2 horas esperando me de alguna respuesta pues como siempre ocurre  Le venden una cosa y le quieren dar otra Abusando de la nesecidad y al ver los niños desesperados esperan para q uno tome lo que ellos quieran En conclusion no volvere nunca a este hotel,1
"Visitamos Ciao para la cena en 11/20 con las reservas para las 7:30 El restaurante es todo al aire libre, en un entorno agradable con música en vivo.

Esta fue nuestra primera visita y esperamos que tenga una gran experiencia basada en otras críticas, pero acertamos un par de cuadras de la carretera. El restaurante no tienen ninguna rigatoni o albóndigas, cómo podría ser esto a las 7:30? El servicio era muy lento. Tuvimos que pedir varias veces por agua, y cuando finalmente nos dieron nuestra bebida el agua la tónica era plana. La comida era mediocre. La pizza que tenía como aperitivo fue el mejor punto de la noche. No estoy seguro de que tienen el apetito a volver para una segunda prueba con todos los otros buenos restaurantes en la zona.",2
